Date,Hour,Temp,DateTime,Temp_roll3,Temp_roll24,HDD,CDD,Temp_centered,Temp_sq,Temp_cubed,Month,DayOfWeek,DayOfYear,Quarter,IsWeekend,IsHoliday,hour_sin,hour_cos
2008-01-02,1,32.357142857142854,2008-01-02 01:00:00,33.404761904761905,43.139880952380956,32.642857142857146,0.0,-32.642857142857146,1065.5561224489797,-34782.796282798845,1,2,2,1,0,0,0.25881904510252074,0.9659258262890683
2008-01-02,2,30.785714285714285,2008-01-02 02:00:00,32.1547619047619,42.79315476190476,34.214285714285715,0.0,-34.214285714285715,1170.6173469387757,-40051.8363702624,1,2,2,1,0,0,0.49999999999999994,0.8660254037844387
2008-01-02,3,29.464285714285715,2008-01-02 03:00:00,30.86904761904762,42.424107142857146,35.535714285714285,0.0,-35.535714285714285,1262.7869897959183,-44874.037673104955,1,2,2,1,0,0,0.7071067811865475,0.7071067811865476
2008-01-02,4,28.285714285714285,2008-01-02 04:00:00,29.51190476190476,42.001488095238095,36.714285714285715,0.0,-36.714285714285715,1347.938775510204,-49488.609329446066,1,2,2,1,0,0,0.8660254037844386,0.5000000000000001
2008-01-02,5,27.178571428571427,2008-01-02 05:00:00,28.30952380952381,41.52827380952381,37.82142857142857,0.0,-37.82142857142857,1430.4604591836733,-54102.05808126822,1,2,2,1,0,0,0.9659258262890683,0.25881904510252074
2008-01-02,6,26.5,2008-01-02 06:00:00,27.32142857142857,40.995535714285715,38.5,0.0,-38.5,1482.25,-57066.625,1,2,2,1,0,0,1.0,6.123233995736766e-17
2008-01-02,7,26.25,2008-01-02 07:00:00,26.642857142857142,40.37202380952381,38.75,0.0,-38.75,1501.5625,-58185.546875,1,2,2,1,0,0,0.9659258262890683,-0.25881904510252063
2008-01-02,8,27.285714285714285,2008-01-02 08:00:00,26.678571428571427,39.580357142857146,37.714285714285715,0.0,-37.714285714285715,1422.3673469387757,-53643.568513119535,1,2,2,1,0,0,0.8660254037844387,-0.4999999999999998
2008-01-02,9,28.571428571428573,2008-01-02 09:00:00,27.36904761904762,38.671130952380956,36.42857142857143,0.0,-36.42857142857143,1327.0408163265308,-48342.20116618076,1,2,2,1,0,0,0.7071067811865476,-0.7071067811865475
2008-01-02,10,29.392857142857142,2008-01-02 10:00:00,28.416666666666668,37.711309523809526,35.60714285714286,0.0,-35.60714285714286,1267.86862244898,-45145.17916362976,1,2,2,1,0,0,0.49999999999999994,-0.8660254037844387
2008-01-02,11,30.571428571428573,2008-01-02 11:00:00,29.511904761904763,36.75892857142857,34.42857142857143,0.0,-34.42857142857143,1185.326530612245,-40809.09912536444,1,2,2,1,0,0,0.258819045102521,-0.9659258262890682
2008-01-02,12,31.892857142857142,2008-01-02 12:00:00,30.61904761904762,35.848214285714285,33.10714285714286,0.0,-33.10714285714286,1096.0829081632655,-36288.17342383383,1,2,2,1,0,0,1.2246467991473532e-16,-1.0
2008-01-02,13,32.535714285714285,2008-01-02 13:00:00,31.666666666666668,34.97470238095238,32.464285714285715,0.0,-32.464285714285715,1053.9298469387757,-34215.079673833825,1,2,2,1,0,0,-0.2588190451025208,-0.9659258262890683
2008-01-02,14,33.035714285714285,2008-01-02 14:00:00,32.488095238095234,34.174107142857146,31.964285714285715,0.0,-31.964285714285715,1021.7155612244899,-32658.408117711373,1,2,2,1,0,0,-0.4999999999999997,-0.8660254037844388
2008-01-02,15,32.857142857142854,2008-01-02 15:00:00,32.8095238095238,33.4375,32.142857142857146,0.0,-32.142857142857146,1033.1632653061226,-33208.81924198251,1,2,2,1,0,0,-0.7071067811865471,-0.7071067811865479
2008-01-02,16,31.464285714285715,2008-01-02 16:00:00,32.452380952380956,32.769345238095234,33.535714285714285,0.0,-33.535714285714285,1124.6441326530612,-37715.74430575802,1,2,2,1,0,0,-0.8660254037844384,-0.5000000000000004
2008-01-02,17,30.071428571428573,2008-01-02 17:00:00,31.46428571428572,32.163690476190474,34.92857142857143,0.0,-34.92857142857143,1220.0051020408164,-42613.03534985423,1,2,2,1,0,0,-0.9659258262890683,-0.25881904510252063
2008-01-02,18,29.392857142857142,2008-01-02 18:00:00,30.30952380952381,31.610119047619047,35.60714285714286,0.0,-35.60714285714286,1267.86862244898,-45145.17916362976,1,2,2,1,0,0,-1.0,-1.8369701987210297e-16
2008-01-02,19,28.571428571428573,2008-01-02 19:00:00,29.3452380952381,31.104166666666668,36.42857142857143,0.0,-36.42857142857143,1327.0408163265308,-48342.20116618076,1,2,2,1,0,0,-0.9659258262890684,0.2588190451025203
2008-01-02,20,27.928571428571427,2008-01-02 20:00:00,28.63095238095238,30.64285714285714,37.07142857142857,0.0,-37.07142857142857,1374.2908163265304,-50946.92383381924,1,2,2,1,0,0,-0.8660254037844386,0.5000000000000001
2008-01-02,21,27.214285714285715,2008-01-02 21:00:00,27.90476190476191,30.22321428571429,37.785714285714285,0.0,-37.785714285714285,1427.7602040816325,-53948.939139941685,1,2,2,1,0,0,-0.7071067811865477,0.7071067811865474
2008-01-02,22,26.642857142857142,2008-01-02 22:00:00,27.261904761904763,29.83779761904762,38.35714285714286,0.0,-38.35714285714286,1471.2704081632655,-56433.72922740527,1,2,2,1,0,0,-0.5000000000000004,0.8660254037844384
2008-01-02,23,25.964285714285715,2008-01-02 23:00:00,26.607142857142858,29.480654761904763,39.035714285714285,0.0,-39.035714285714285,1523.7869897959183,-59482.11356596209,1,2,2,1,0,0,-0.25881904510252157,0.9659258262890681
2008-01-03,0,25.107142857142858,2008-01-03 00:00:00,25.90476190476191,29.138392857142858,39.89285714285714,0.0,-39.89285714285714,1591.4400510204077,-63487.09060677841,1,3,3,1,0,0,0.0,1.0
2008-01-03,1,24.357142857142858,2008-01-03 01:00:00,25.142857142857142,28.805059523809522,40.64285714285714,0.0,-40.64285714285714,1651.8418367346935,-67135.57179300289,1,3,3,1,0,0,0.25881904510252074,0.9659258262890683
2008-01-03,2,23.821428571428573,2008-01-03 02:00:00,24.428571428571427,28.514880952380953,41.17857142857143,0.0,-41.17857142857143,1695.6747448979593,-69825.46360240526,1,3,3,1,0,0,0.49999999999999994,0.8660254037844387
2008-01-03,3,23.107142857142858,2008-01-03 03:00:00,23.761904761904763,28.25,41.89285714285714,0.0,-41.89285714285714,1755.0114795918364,-73522.44519861514,1,3,3,1,0,0,0.7071067811865475,0.7071067811865476
2008-01-03,4,22.785714285714285,2008-01-03 04:00:00,23.238095238095237,28.020833333333332,42.214285714285715,0.0,-42.214285714285715,1782.045918367347,-75227.79555393587,1,3,3,1,0,0,0.8660254037844386,0.5000000000000001
2008-01-03,5,22.214285714285715,2008-01-03 05:00:00,22.702380952380953,27.8139880952381,42.785714285714285,0.0,-42.785714285714285,1830.6173469387754,-78324.27077259474,1,3,3,1,0,0,0.9659258262890683,0.25881904510252074
2008-01-03,6,21.392857142857142,2008-01-03 06:00:00,22.13095238095238,27.601190476190478,43.60714285714286,0.0,-43.60714285714286,1901.5829081632658,-82922.5975309767,1,3,3,1,0,0,1.0,6.123233995736766e-17
2008-01-03,7,21.535714285714285,2008-01-03 07:00:00,21.71428571428571,27.40476190476191,43.464285714285715,0.0,-43.464285714285715,1889.1441326530612,-82110.30033709914,1,3,3,1,0,0,0.9659258262890683,-0.25881904510252063
2008-01-03,8,24.285714285714285,2008-01-03 08:00:00,22.4047619047619,27.2797619047619,40.714285714285715,0.0,-40.714285714285715,1657.6530612244899,-67490.16034985424,1,3,3,1,0,0,0.8660254037844387,-0.4999999999999998
2008-01-03,9,27.142857142857142,2008-01-03 09:00:00,24.32142857142857,27.2202380952381,37.85714285714286,0.0,-37.85714285714286,1433.1632653061229,-54255.466472303226,1,3,3,1,0,0,0.7071067811865476,-0.7071067811865475
2008-01-03,10,29.392857142857142,2008-01-03 10:00:00,26.94047619047619,27.2202380952381,35.60714285714286,0.0,-35.60714285714286,1267.86862244898,-45145.17916362976,1,3,3,1,0,0,0.49999999999999994,-0.8660254037844387
2008-01-03,11,31.428571428571427,2008-01-03 11:00:00,29.32142857142857,27.255952380952383,33.57142857142857,0.0,-33.57142857142857,1127.0408163265304,-37836.370262390665,1,3,3,1,0,0,0.258819045102521,-0.9659258262890682
2008-01-03,12,32.82142857142857,2008-01-03 12:00:00,31.21428571428571,27.294642857142858,32.17857142857143,0.0,-32.17857142857143,1035.4604591836735,-33319.63834730321,1,3,3,1,0,0,1.2246467991473532e-16,-1.0
2008-01-03,13,33.964285714285715,2008-01-03 13:00:00,32.73809523809524,27.354166666666668,31.035714285714285,0.0,-31.035714285714285,963.2155612244898,-29894.0829537172,1,3,3,1,0,0,-0.2588190451025208,-0.9659258262890683
2008-01-03,14,34.392857142857146,2008-01-03 14:00:00,33.726190476190474,27.41071428571429,30.607142857142854,0.0,-30.607142857142854,936.7971938775509,-28672.68554118075,1,3,3,1,0,0,-0.4999999999999997,-0.8660254037844388
2008-01-03,15,34.25,2008-01-03 15:00:00,34.202380952380956,27.46875,30.75,0.0,-30.75,945.5625,-29076.046875,1,3,3,1,0,0,-0.7071067811865471,-0.7071067811865479
2008-01-03,16,32.82142857142857,2008-01-03 16:00:00,33.82142857142857,27.52529761904762,32.17857142857143,0.0,-32.17857142857143,1035.4604591836735,-33319.63834730321,1,3,3,1,0,0,-0.8660254037844384,-0.5000000000000004
2008-01-03,17,29.928571428571427,2008-01-03 17:00:00,32.333333333333336,27.519345238095237,35.07142857142857,0.0,-35.07142857142857,1230.0051020408162,-43138.036078717196,1,3,3,1,0,0,-0.9659258262890683,-0.25881904510252063
2008-01-03,18,27.928571428571427,2008-01-03 18:00:00,30.22619047619047,27.458333333333332,37.07142857142857,0.0,-37.07142857142857,1374.2908163265304,-50946.92383381924,1,3,3,1,0,0,-1.0,-1.8369701987210297e-16
2008-01-03,19,26.535714285714285,2008-01-03 19:00:00,28.13095238095238,27.3735119047619,38.464285714285715,0.0,-38.464285714285715,1479.501275510204,-56907.95977587464,1,3,3,1,0,0,-0.9659258262890684,0.2588190451025203
2008-01-03,20,25.071428571428573,2008-01-03 20:00:00,26.51190476190476,27.25446428571429,39.92857142857143,0.0,-39.92857142857143,1594.2908163265308,-63657.75473760934,1,3,3,1,0,0,-0.8660254037844386,0.5000000000000001
2008-01-03,21,23.928571428571427,2008-01-03 21:00:00,25.178571428571427,27.117559523809522,41.07142857142857,0.0,-41.07142857142857,1686.862244897959,-69281.84220116618,1,3,3,1,0,0,-0.7071067811865477,0.7071067811865474
2008-01-03,22,22.642857142857142,2008-01-03 22:00:00,23.88095238095238,26.950892857142858,42.35714285714286,0.0,-42.35714285714286,1794.1275510204084,-75994.11698250732,1,3,3,1,0,0,-0.5000000000000004,0.8660254037844384
2008-01-03,23,21.285714285714285,2008-01-03 23:00:00,22.61904761904762,26.75595238095238,43.714285714285715,0.0,-43.714285714285715,1910.938775510204,-83535.32361516035,1,3,3,1,0,0,-0.25881904510252157,0.9659258262890681
2008-01-04,0,20.464285714285715,2008-01-04 00:00:00,21.46428571428571,26.5625,44.535714285714285,0.0,-44.535714285714285,1983.4298469387754,-88333.46496902332,1,4,4,1,0,0,0.0,1.0
2008-01-04,1,20.142857142857142,2008-01-04 01:00:00,20.630952380952383,26.38690476190476,44.85714285714286,0.0,-44.85714285714286,2012.1632653061229,-90259.8950437318,1,4,4,1,0,0,0.25881904510252074,0.9659258262890683
2008-01-04,2,19.535714285714285,2008-01-04 02:00:00,20.047619047619047,26.208333333333332,45.464285714285715,0.0,-45.464285714285715,2067.0012755102043,-93974.73656158893,1,4,4,1,0,0,0.49999999999999994,0.8660254037844387
2008-01-04,3,18.892857142857142,2008-01-04 03:00:00,19.523809523809522,26.03273809523809,46.10714285714286,0.0,-46.10714285714286,2125.8686224489797,-98017.72827077263,1,4,4,1,0,0,0.7071067811865475,0.7071067811865476
2008-01-04,4,18.607142857142858,2008-01-04 04:00:00,19.011904761904763,25.858630952380953,46.39285714285714,0.0,-46.39285714285714,2152.297193877551,-99851.2162445335,1,4,4,1,0,0,0.8660254037844386,0.5000000000000001
2008-01-04,5,18.392857142857142,2008-01-04 05:00:00,18.63095238095238,25.69940476190476,46.60714285714286,0.0,-46.60714285714286,2172.225765306123,-101241.23656158894,1,4,4,1,0,0,0.9659258262890683,0.25881904510252074
2008-01-04,6,18.142857142857142,2008-01-04 06:00:00,18.380952380952383,25.5639880952381,46.85714285714286,0.0,-46.85714285714286,2195.5918367346944,-102879.16034985425,1,4,4,1,0,0,1.0,6.123233995736766e-17
2008-01-04,7,19.25,2008-01-04 07:00:00,18.595238095238095,25.46875,45.75,0.0,-45.75,2093.0625,-95757.609375,1,4,4,1,0,0,0.9659258262890683,-0.25881904510252063
2008-01-04,8,26.107142857142858,2008-01-04 08:00:00,21.166666666666668,25.544642857142858,38.89285714285714,0.0,-38.89285714285714,1512.6543367346935,-58831.449025145754,1,4,4,1,0,0,0.8660254037844387,-0.4999999999999998
2008-01-04,9,31.964285714285715,2008-01-04 09:00:00,25.773809523809522,25.74553571428571,33.035714285714285,0.0,-33.035714285714285,1091.358418367347,-36053.804892492706,1,4,4,1,0,0,0.7071067811865476,-0.7071067811865475
2008-01-04,10,35.57142857142857,2008-01-04 10:00:00,31.21428571428571,26.00297619047619,29.42857142857143,0.0,-29.42857142857143,866.0408163265307,-25486.34402332362,1,4,4,1,0,0,0.49999999999999994,-0.8660254037844387
2008-01-04,11,38.035714285714285,2008-01-04 11:00:00,35.19047619047618,26.278273809523807,26.964285714285715,0.0,-26.964285714285715,727.0727040816328,-19604.996127915456,1,4,4,1,0,0,0.258819045102521,-0.9659258262890682
2008-01-04,12,40.464285714285715,2008-01-04 12:00:00,38.023809523809526,26.59672619047619,24.535714285714285,0.0,-24.535714285714285,602.001275510204,-14770.531295553934,1,4,4,1,0,0,1.2246467991473532e-16,-1.0
2008-01-04,13,41.892857142857146,2008-01-04 13:00:00,40.13095238095238,26.927083333333332,23.107142857142854,0.0,-23.107142857142854,533.9400510204081,-12337.829036078712,1,4,4,1,0,0,-0.2588190451025208,-0.9659258262890683
2008-01-04,14,42.892857142857146,2008-01-04 14:00:00,41.75000000000001,27.28125,22.107142857142854,0.0,-22.107142857142854,488.7257653061223,-10804.330311588918,1,4,4,1,0,0,-0.4999999999999997,-0.8660254037844388
2008-01-04,15,42.785714285714285,2008-01-04 15:00:00,42.523809523809526,27.636904761904763,22.214285714285715,0.0,-22.214285714285715,493.47448979591843,-10962.183309037902,1,4,4,1,0,0,-0.7071067811865471,-0.7071067811865479
2008-01-04,16,40.285714285714285,2008-01-04 16:00:00,41.98809523809524,27.947916666666668,24.714285714285715,0.0,-24.714285714285715,610.795918367347,-15095.384839650147,1,4,4,1,0,0,-0.8660254037844384,-0.5000000000000004
2008-01-04,17,35.285714285714285,2008-01-04 17:00:00,39.452380952380956,28.171130952380953,29.714285714285715,0.0,-29.714285714285715,882.9387755102041,-26235.89504373178,1,4,4,1,0,0,-0.9659258262890683,-0.25881904510252063
2008-01-04,18,32.607142857142854,2008-01-04 18:00:00,36.05952380952381,28.36607142857143,32.392857142857146,0.0,-32.392857142857146,1049.2971938775513,-33989.7341016764,1,4,4,1,0,0,-1.0,-1.8369701987210297e-16
2008-01-04,19,30.857142857142858,2008-01-04 19:00:00,32.916666666666664,28.546130952380953,34.14285714285714,0.0,-34.14285714285714,1165.7346938775509,-39801.51311953351,1,4,4,1,0,0,-0.9659258262890684,0.2588190451025203
2008-01-04,20,29.964285714285715,2008-01-04 20:00:00,31.142857142857142,28.75,35.035714285714285,0.0,-35.035714285714285,1227.501275510204,-43006.38397412536,1,4,4,1,0,0,-0.8660254037844386,0.5000000000000001
2008-01-04,21,29.5,2008-01-04 21:00:00,30.107142857142858,28.982142857142858,35.5,0.0,-35.5,1260.25,-44738.875,1,4,4,1,0,0,-0.7071067811865477,0.7071067811865474
2008-01-04,22,29.107142857142858,2008-01-04 22:00:00,29.523809523809522,29.2514880952381,35.89285714285714,0.0,-35.89285714285714,1288.2971938775506,-46240.66713739066,1,4,4,1,0,0,-0.5000000000000004,0.8660254037844384
2008-01-04,23,28.428571428571427,2008-01-04 23:00:00,29.011904761904763,29.549107142857142,36.57142857142857,0.0,-36.57142857142857,1337.469387755102,-48913.16618075801,1,4,4,1,0,0,-0.25881904510252157,0.9659258262890681
2008-01-05,0,28.035714285714285,2008-01-05 00:00:00,28.523809523809522,29.864583333333332,36.964285714285715,0.0,-36.964285714285715,1366.358418367347,-50506.46296465015,1,5,5,1,1,0,0.0,1.0
2008-01-05,1,27.392857142857142,2008-01-05 01:00:00,27.952380952380953,30.166666666666668,37.60714285714286,0.0,-37.60714285714286,1414.2971938775513,-53187.67661260935,1,5,5,1,1,0,0.25881904510252074,0.9659258262890683
2008-01-05,2,27.035714285714285,2008-01-05 02:00:00,27.488095238095237,30.479166666666668,37.964285714285715,0.0,-37.964285714285715,1441.2869897959185,-54717.431076895045,1,5,5,1,1,0,0.49999999999999994,0.8660254037844387
2008-01-05,3,26.428571428571427,2008-01-05 03:00:00,26.952380952380953,30.793154761904763,38.57142857142857,0.0,-38.57142857142857,1487.7551020408162,-57384.83965014576,1,5,5,1,1,0,0.7071067811865475,0.7071067811865476
2008-01-05,4,26.321428571428573,2008-01-05 04:00:00,26.59523809523809,31.114583333333332,38.67857142857143,0.0,-38.67857142857143,1496.0318877551022,-57864.37622995628,1,5,5,1,1,0,0.8660254037844386,0.5000000000000001
2008-01-05,5,25.928571428571427,2008-01-05 05:00:00,26.226190476190478,31.42857142857143,39.07142857142857,0.0,-39.07142857142857,1526.5765306122448,-59645.52587463556,1,5,5,1,1,0,0.9659258262890683,0.25881904510252074
2008-01-05,6,26.571428571428573,2008-01-05 06:00:00,26.273809523809522,31.7797619047619,38.42857142857143,0.0,-38.42857142857143,1476.7551020408164,-56749.58892128281,1,5,5,1,1,0,1.0,6.123233995736766e-17
2008-01-05,7,27.214285714285715,2008-01-05 07:00:00,26.571428571428573,32.11160714285714,37.785714285714285,0.0,-37.785714285714285,1427.7602040816325,-53948.939139941685,1,5,5,1,1,0,0.9659258262890683,-0.25881904510252063
2008-01-05,8,32.964285714285715,2008-01-05 08:00:00,28.916666666666668,32.39732142857143,32.035714285714285,0.0,-32.035714285714285,1026.2869897959183,-32877.83678024781,1,5,5,1,1,0,0.8660254037844387,-0.4999999999999998
2008-01-05,9,39.035714285714285,2008-01-05 09:00:00,33.07142857142858,32.691964285714285,25.964285714285715,0.0,-25.964285714285715,674.1441326530613,-17503.670872813414,1,5,5,1,1,0,0.7071067811865476,-0.7071067811865475
2008-01-05,10,43.892857142857146,2008-01-05 10:00:00,38.63095238095238,33.038690476190474,21.107142857142854,0.0,-21.107142857142854,445.51147959183663,-9403.474444241978,1,5,5,1,1,0,0.49999999999999994,-0.8660254037844387
2008-01-05,11,47.464285714285715,2008-01-05 11:00:00,43.464285714285715,33.43154761904762,17.535714285714285,0.0,-17.535714285714285,307.50127551020404,-5392.2545098396495,1,5,5,1,1,0,0.258819045102521,-0.9659258262890682
2008-01-05,12,50.392857142857146,2008-01-05 12:00:00,47.25,33.845238095238095,14.607142857142854,0.0,-14.607142857142854,213.3686224489795,-3116.7059493440215,1,5,5,1,1,0,1.2246467991473532e-16,-1.0
2008-01-05,13,52.0,2008-01-05 13:00:00,49.952380952380956,34.266369047619044,13.0,0.0,-13.0,169.0,-2197.0,1,5,5,1,1,0,-0.2588190451025208,-0.9659258262890683
2008-01-05,14,52.5,2008-01-05 14:00:00,51.63095238095238,34.666666666666664,12.5,0.0,-12.5,156.25,-1953.125,1,5,5,1,1,0,-0.4999999999999997,-0.8660254037844388
2008-01-05,15,51.857142857142854,2008-01-05 15:00:00,52.11904761904762,35.044642857142854,13.142857142857146,0.0,-13.142857142857146,172.7346938775511,-2270.227405247815,1,5,5,1,1,0,-0.7071067811865471,-0.7071067811865479
2008-01-05,16,49.714285714285715,2008-01-05 16:00:00,51.357142857142854,35.4375,15.285714285714285,0.0,-15.285714285714285,233.65306122448976,-3571.5539358600577,1,5,5,1,1,0,-0.8660254037844384,-0.5000000000000004
2008-01-05,17,46.857142857142854,2008-01-05 17:00:00,49.476190476190474,35.919642857142854,18.142857142857146,0.0,-18.142857142857146,329.1632653061226,-5971.962099125368,1,5,5,1,1,0,-0.9659258262890683,-0.25881904510252063
2008-01-05,18,45.857142857142854,2008-01-05 18:00:00,47.476190476190474,36.47172619047619,19.142857142857146,0.0,-19.142857142857146,366.44897959183686,-7014.880466472307,1,5,5,1,1,0,-1.0,-1.8369701987210297e-16
2008-01-05,19,45.285714285714285,2008-01-05 19:00:00,46.0,37.072916666666664,19.714285714285715,0.0,-19.714285714285715,388.6530612244898,-7662.017492711371,1,5,5,1,1,0,-0.9659258262890684,0.2588190451025203
2008-01-05,20,44.642857142857146,2008-01-05 20:00:00,45.26190476190476,37.68452380952381,20.357142857142854,0.0,-20.357142857142854,414.4132653061223,-8436.270043731774,1,5,5,1,1,0,-0.8660254037844386,0.5000000000000001
2008-01-05,21,44.42857142857143,2008-01-05 21:00:00,44.785714285714285,38.30654761904762,20.57142857142857,0.0,-20.57142857142857,423.18367346938766,-8705.49271137026,1,5,5,1,1,0,-0.7071067811865477,0.7071067811865474
2008-01-05,22,44.285714285714285,2008-01-05 22:00:00,44.452380952380956,38.938988095238095,20.714285714285715,0.0,-20.714285714285715,429.08163265306126,-8888.119533527699,1,5,5,1,1,0,-0.5000000000000004,0.8660254037844384
2008-01-05,23,44.535714285714285,2008-01-05 23:00:00,44.416666666666664,39.610119047619044,20.464285714285715,0.0,-20.464285714285715,418.78698979591843,-8570.17661260933,1,5,5,1,1,0,-0.25881904510252157,0.9659258262890681
2008-01-06,0,44.035714285714285,2008-01-06 00:00:00,44.285714285714285,40.276785714285715,20.964285714285715,0.0,-20.964285714285715,439.50127551020415,-9213.830311588923,1,6,6,1,1,0,0.0,1.0
2008-01-06,1,42.67857142857143,2008-01-06 01:00:00,43.75,40.913690476190474,22.32142857142857,0.0,-22.32142857142857,498.24617346938766,-11121.566372084546,1,6,6,1,1,0,0.25881904510252074,0.9659258262890683
